,flight plans,flight tracks,weather cubes
201,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_JBU624.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_JBU624.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_JBU624.nc
202,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_DAL1876.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_DAL1876.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_DAL1876.nc
203,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_AAL32.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_AAL32.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_AAL32.nc
204,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_JBU324.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_JBU324.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_JBU324.nc
205,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_AAL4.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_AAL4.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_AAL4.nc
206,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_AAL118.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_AAL118.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_AAL118.nc
207,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_QFA11.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_QFA11.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_QFA11.nc
208,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_ASA1406.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_ASA1406.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_ASA1406.nc
209,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_AAL292.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_AAL292.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_AAL292.nc
210,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_JBU24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_JBU24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_JBU24.nc
211,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_JBU124.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_JBU124.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_JBU124.nc
212,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_JBU224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_JBU224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_JBU224.nc
213,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_AAL307.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_AAL307.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_AAL307.nc
214,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_ASA1416.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_ASA1416.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_ASA1416.nc
215,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_AAL28.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_AAL28.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_AAL28.nc
216,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_JBU2024.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_JBU2024.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_JBU2024.nc
217,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_DAL1934.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_DAL1934.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_DAL1934.nc
218,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_DAL1876.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_DAL1876.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_DAL1876.nc
219,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_AAL4.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_AAL4.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_AAL4.nc
220,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_ASA94.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_ASA94.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_ASA94.nc
221,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_JBU1424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_JBU1424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_JBU1424.nc
222,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_AAL118.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_AAL118.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_AAL118.nc
223,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_ASA72.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_ASA72.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_ASA72.nc
224,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_QFA11.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_QFA11.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_QFA11.nc
225,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_ASA1406.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_ASA1406.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_ASA1406.nc
226,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_AAL292.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_AAL292.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_AAL292.nc
227,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_JBU24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_JBU24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_JBU24.nc
228,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_AAL2201.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_AAL2201.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_AAL2201.nc
229,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_JBU124.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_JBU124.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_JBU124.nc
230,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_DAL40.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_DAL40.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_DAL40.nc
231,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_JBU224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_JBU224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_JBU224.nc
232,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-13/Flight_Plan_KLAX_KJFK_ASA1412.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-13/Flight_Track_KLAX_KJFK_ASA1412.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-13/Flight_Plan_KLAX_KJFK_ASA1412.nc
233,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_DAL2279.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_DAL2279.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_DAL2279.nc
234,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_AAL2.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_AAL2.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_AAL2.nc
235,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_JBU424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_JBU424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_JBU424.nc
236,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_AAL307.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_AAL307.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_AAL307.nc
237,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_DAL2197.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_DAL2197.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_DAL2197.nc
238,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_AAL28.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_AAL28.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_AAL28.nc
239,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_JBU2024.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_JBU2024.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_JBU2024.nc
240,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_JBU624.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_JBU624.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_JBU624.nc
241,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_DAL1934.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_DAL1934.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_DAL1934.nc
242,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_DAL1876.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_DAL1876.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_DAL1876.nc
243,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_JBU324.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_JBU324.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_JBU324.nc
244,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_ASA94.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_ASA94.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_ASA94.nc
245,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_AAL238.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_AAL238.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_AAL238.nc
246,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_JBU1424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_JBU1424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_JBU1424.nc
247,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_AAL118.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_AAL118.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_AAL118.nc
248,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_AAL274.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_AAL274.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_AAL274.nc
249,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_AAL24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_AAL24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_AAL24.nc
250,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_AAL2201.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_AAL2201.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_AAL2201.nc
251,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_JBU124.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_JBU124.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_JBU124.nc
252,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_DAL40.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_DAL40.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_DAL40.nc
253,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_JBU224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_JBU224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_JBU224.nc
254,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_DAL1891.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_DAL1891.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_DAL1891.nc
255,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-17/Flight_Plan_KLAX_KJFK_DAL1922.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-17/Flight_Track_KLAX_KJFK_DAL1922.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-17/Flight_Plan_KLAX_KJFK_DAL1922.nc
256,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_DAL2279.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_DAL2279.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_DAL2279.nc
257,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_DAL1862.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_DAL1862.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_DAL1862.nc
258,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_DAL1907.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_DAL1907.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_DAL1907.nc
259,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_JBU424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_JBU424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_JBU424.nc
260,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_DAL496.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_DAL496.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_DAL496.nc
261,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_AAL32.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_AAL32.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_AAL32.nc
262,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_AAL238.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_AAL238.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_AAL238.nc
263,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_JBU1424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_JBU1424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_JBU1424.nc
264,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_AAL118.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_AAL118.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_AAL118.nc
265,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_JBU1224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_JBU1224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_JBU1224.nc
266,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_QFA11.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_QFA11.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_QFA11.nc
267,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-14/Flight_Plan_KLAX_KJFK_ASA1406.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-14/Flight_Track_KLAX_KJFK_ASA1406.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-14/Flight_Plan_KLAX_KJFK_ASA1406.nc
